Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE
DIP,South Metropolitan TAFE,Murdoch,AHC50416 Diploma of Horticulture,"Agriculture, Animals, Science and the Environment",,,AUD,Year,2,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-horticulture,English,A,"This course provides graduates with skills suited to a variety of occupations at a management level. Employment prospects exist in local government, state government, nursery and turf, floriculture, gardening and the landscape industry.
   ",,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
CERTIII,South Metropolitan TAFE,Murdoch,MSL30118 Certificate III in Laboratory Skills,"Agriculture, Animals, Science and the Environment",,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-laboratory-skills,English,A,"Launch your career in science with this entry-level course that qualifies you to work as a laboratory assistant in food technology, pathology, schools or trades.",Other Science Technicians,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTI,South Metropolitan TAFE,Murdoch,MSL40118 Certificate IV in Laboratory Techniques,"Agriculture, Animals, Science and the Environment",,,AUD,Year,1,Year,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iv-laboratory-techniques,English,A,"Build on your Certificate III in Laboratory Skills with units in quality control, performance of instrumental and non-instrumental tests, standardisation and use of solutions. This qualification will give you the skills to work as a technical assistant, technician or instrument operator.",,Australia,Yes,Yes,,Yes,Yes,"C Grades in Year 11 WACE General English, and OLNA; or NAPLAN 9 Band 8 or C Grades in Year 11 English and Maths or equivalent or Certificate II or Certificate III",Normal,No
DIP,South Metropolitan TAFE,Murdoch,MSL50118 Diploma of Laboratory Technology,"Agriculture, Animals, Science and the Environment",,,AUD,Year,2,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-laboratory-technology,English,A,"Learn the practical skills and knowledge you need to use laboratory application software, plan and conduct laboratory/field work and communicate and provide information to customers. This course will also teach you how to analyse, process and interpret data, report results and apply quality system and continuous improvement processes.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,South Metropolitan TAFE,Murdoch,AHC30916 Certificate III in Landscape Construction,"Agriculture, Animals, Science and the Environment",,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-landscape-construction,English,A,"This qualification provides the practical skills and knowledge to construct, renovate and maintain garden landscapes.",Gardener,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTI,South Metropolitan TAFE,Murdoch,52772WA Certificate IV in Landscape Design,"Agriculture, Animals, Science and the Environment",,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iv-landscape-design,English,A,"This course gives you a range of the skills and knowledge needed to work as a landscape designer, topics include: The History of Design; Designing Plant Displays; Identifying, Recommending and Providing Information on Plants; Producing Technical Drawings; Sampling Soils & Interpreting the Results; Preparing Reports and Work Health & Safety.",,Australia,Yes,Yes,,Yes,Yes,"C Grades in Year 11 WACE General English, and OLNA; or NAPLAN 9 Band 8 or C Grades in Year 11 English and Maths or equivalent or Certificate II or Certificate III",Normal,No
DIP,South Metropolitan TAFE,Murdoch,AHC50616 Diploma of Landscape Design,"Agriculture, Animals, Science and the Environment",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-landscape-design,English,A,"This course gives you the skills and knowledge you need to work as a landscape designer, topics include assessing sites and preparing a landscape design, site surveys and designing for construction of landscape features, providing specialist advices to clients, preparing estimates quote and tender. The Diploma is a potential pathway to a Bachelor of Science (B1317) at Murdoch University, with a Major in Environmental Management and Sustainability or a potential pathway to a Degree in Landscape Architecture at UWA.  This course is delivered at South Metropolitan TAFE over 1 semester ( 6 months) of full-time study  OR  part-time over 12 months.",,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
CERTII,South Metropolitan TAFE,Murdoch,AHC21616 Certificate II in Landscaping,"Agriculture, Animals, Science and the Environment",,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-landscaping,English,A,This entry-level qualification provides you with the practical skills and knowledge to assist in the design and construction of garden landscapes or renovation of existing gardens.,"Garden and Nursery Labourer, Gardener",Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
,South Metropolitan TAFE,Bentley,Manage Pests by Applying Pesticides Skill Set,"Agriculture, Animals, Science and the Environment",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/manage-pests-applying-pesticides-skill-set,English,A,This course runs for five full days on campus on the following dates.,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Murdoch,Operate and Maintain Chainsaws Skill Set,"Agriculture, Animals, Science and the Environment",,,AUD,Year,2,Day,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/operate-and-maintain-chainsaws-skill-set,English,A,In this course you'll learn how to cross-cut fallen timber and the cutting techniques to maximise volume and quality recovery. You'll also learn about complying with the mandatory codes of practice and legislation to safely operate a chainsaw in the workplace.,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,South Metropolitan TAFE,Murdoch,AHC31016 Certificate III in Parks and Gardens,"Agriculture, Animals, Science and the Environment",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-parks-and-gardens,English,A,This qualification provides a vocational outcome in parks and gardens.  The parks and gardens industry expects this qualification to be achieved to meet job outcomes at this level. Job roles and titles vary across different industry sectors. Possible job titles relevant to this qualification include: - Municipal/city gardener - Horticulturist,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTIII,South Metropolitan TAFE,Murdoch,ACM30617 Certificate III in Pet Grooming,"Agriculture, Animals, Science and the Environment",,,AUD,Year,4,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-pet-grooming,English,A,This course will provide you with comprehensive training in all aspects of pet grooming services and qualifies you to work under supervision in a pet grooming establishment.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Traineeship,No
CERTIII,South Metropolitan TAFE,Murdoch,AHC31116 Certificate III in Production Nursery,"Agriculture, Animals, Science and the Environment",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-production-nursery,English,A,This qualification provides a general vocational outcome for a nursery person working in a production nursery. The nursery industry expects this qualification to be achieved to meet job outcomes at this level. Job roles and titles vary across different industry sectors. Possible job titles relevant to this qualification include: Nursery worker,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
,South Metropolitan TAFE,Murdoch,Residential Turf Management Skill Set,"Agriculture, Animals, Science and the Environment",,,AUD,Year,12,Week,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/residential-turf-management-skill-set,English,A,"This course covers a wide range of topics, all relevant to the domestic and small commercial mowing contractor.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,South Metropolitan TAFE,Murdoch,AHC31319 Certificate III in Sports Turf Management,"Agriculture, Animals, Science and the Environment",,,AUD,Year,7,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-sports-turf-management,English,A,"Join the sports turf industry at a level where you will be expected to curate and manage a wide range of turf and horticultural practices. A considerable amount of outdoor and physical activity is required while you apply your skills to green spaces such as golf courses, bowling clubs and elite sports facilities.",Greenkeeper | Groundsman,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTIII,South Metropolitan TAFE,Bentley,CPP30115 Certificate III in Urban Pest Management,"Agriculture, Animals, Science and the Environment",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-urban-pest-management,English,A,This qualification will provide students with the practical skills and knowledge to apply pesticides and carry out appropriate pest management treatments for domestic and commercial properties.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Traineeship,No
CERTI,South Metropolitan TAFE,Bentley,ACM40418 Certificate IV in Veterinary Nursing,"Agriculture, Animals, Science and the Environment",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iv-veterinary-nursing,English,A,"When you complete the Certificate IV in Veterinary Nursing you will be ready for a career as a veterinary nurse, or animal welfare worker.","Veterinary Nurse, Animal carer",Australia,Yes,Yes,,Yes,Yes,,Traineeship,No
CERTIII,South Metropolitan TAFE,Thornlie,AUR30416 Certificate III in Agricultural Mechanical Technology,Automotive,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-agricultural-mechanical-technology,English,A,"This qualification reflects the role of individuals who perform a broad range of tasks on a variety of agricultural machinery in the automotive retail, service and repair industry.",,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTII,South Metropolitan TAFE,Kwinana,AUR20218 Certificate II in Automotive Air Conditioning Technology,Automotive,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-automotive-air-conditioning-technology,English,A,When you complete the Certificate II in Automotive Air Conditioning Technology you'll have what employers are looking for as an apprentice automotive air conditioning specialist.,Apprentice automotive air conditioning specialist,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTIII,South Metropolitan TAFE,Carlisle,AUR32116 Certificate III in Automotive Body Repair Technology,Automotive,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-automotive-body-repair-technology,English,A,When you complete the Certificate III in Automotive Body Repair Technology you'll be ready for a career in the vehicle body repair industry.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTII,South Metropolitan TAFE,Carlisle,AUR20916 Certificate II in Automotive Body Repair Technology (Panel Beating Pre-Apprenticeship),Automotive,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-automotive-body-repair-technology-panel-beating-pre-apprenticeship,English,A,When you complete the Certificate II in Automotive Body Repair Technology (Panel Beating Pre-Apprenticeship) you'll have what employers are looking for in an apprentice auto body repairer/panel beater.,"Panel Beater, Vehicle Detailer",Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTII,South Metropolitan TAFE,Carlisle,AUR20916 Certificate II in Automotive Body Repair Technology (Vehicle Body Painting Pre-Apprenticeship),Automotive,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-automotive-body-repair-technology-vehicle-body-painting-pre-apprenticeship,English,A,When you complete the Certificate II in Automotive Body Repair Technology (Vehicle Body Painting Pre-Apprenticeship) you'll have what employers are looking for in an apprentice auto body repairer/painter.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTII,South Metropolitan TAFE,Carlisle,AUR20416 Certificate II in Automotive Electrical Technology,Automotive,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-automotive-electrical-technology,English,A,When you complete the Certificate II in Automotive Electrical Technology you'll have what employers are looking for in an apprentice automotive electrician.,Automotive electrician,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Traineeship,No
CERTIII,South Metropolitan TAFE,Carlisle,AUR30316 Certificate III in Automotive Electrical Technology,Automotive,,,AUD,Year,6,Semesters,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-automotive-electrical-technology,English,A,When you complete the Certificate III in Automotive Electrical Technology you'll be ready for a career in the automotive electrical industry.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTII,South Metropolitan TAFE,Carlisle,AUR20416 Certificate II in Automotive Electrical Technology (Automotive Electrical Pre-Apprenticeship),Automotive,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-automotive-electrical-technology-automotive-electrical-pre-apprenticeship,English,A,When you complete the Certificate II in Automotive Electrical Technology (Automotive Electrical Pre-Apprenticeship) you'll have what employers are looking for in an apprentice automotive electrician.,Automotive electrician,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTII,South Metropolitan TAFE,Thornlie,"AUM20218 Certificate II in Automotive Manufacturing Production - Bus, Truck and Trailer (Vehicle Body Building Pre-apprenticeship)",Automotive,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-automotive-manufacturing-production-bus-truck-and-trailer-vehicle-body,English,A,"When you complete the Certificate II in Automotive Manufacturing Production - Bus, Truck and Trailer (Vehicle Body Building Pre-Apprenticeship) you'll have what employers are looking for in an apprentice vehicle body builder.","Car detailer, Body repair/Panelbeater, Vehicle body builder and trimmer",Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTIII,South Metropolitan TAFE,Thornlie,"AUM30218 Certificate III in Automotive Manufacturing Technical Operations - Bus, Truck and Trailer",Automotive,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-automotive-manufacturing-technical-operations-bus-truck-and-trailer,English,A,"Learn the skills and knowledge used in the automotive manufacturing (bus, truck and trailer) sector. You will learn skills in preparing materials for fabrication using jigs/fixtures and manual processes, conducting mechanical cutting operations, performing various types of welding operations, mounting and assembling components and modifying or rectifying chassis/frame and associated components. You will also learn to contribute to workplace relationships and processes, provide customer service and participate in improving workplace productivity.",,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTIII,South Metropolitan TAFE,Carlisle,AUR32416 Certificate III in Automotive Refinishing Technology,Automotive,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-automotive-refinishing-technology,English,A,When you complete the Certificate III in Automotive Refinishing Technology you'll be ready for a career in the vehicle body repair industry.,Autobody paint technician | Vehicle refinisher | Vehicle painter,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTII,South Metropolitan TAFE,Kwinana,AUR20516 Certificate II in Automotive Servicing Technology (Heavy Vehicle Servicing Pre-Apprenticeship),Automotive,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-automotive-servicing-technology-heavy-vehicle-servicing-pre-apprenticeship,English,A,When you complete the Certificate II in Automotive Servicing Technology (Heavy Vehicle Servicing Pre-Apprenticeship) you'll have what employers are looking for in an apprentice heavy vehicle or plant mechanic.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTII,South Metropolitan TAFE,Carlisle,AUR20516 Certificate II in Automotive Servicing Technology (Light Vehicle Servicing Pre-Apprenticeship),Automotive,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-automotive-servicing-technology-light-vehicle-servicing-pre-apprenticeship,English,A,"By the time you've finished this qualification, you'll know your radiator from your regulator and be in a good position to get yourself an apprenticeship in mechanics.","Diesel Motor Mechanic, Motor Mechanic, Mechanic's Assistants",Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTI,South Metropolitan TAFE,Rockingham,MEM40105 Certificate IV in Engineering (Fluid Power),Defence,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iv-engineering-fluid-power,English,A,"When you complete the Certificate IV in Engineering (Fluid Power) you'll have specialist skills in hydraulic systems, suitable for careers as a hydraulic fitter or technician, hydraulic systems designer, or hydraulic equipment sales.",,Australia,Yes,Yes,,Yes,Yes,"C Grades in Year 11 WACE General English, and OLNA; or NAPLAN 9 Band 8 or C Grades in Year 11 English and Maths or equivalent or Certificate II or Certificate III",Normal,No
CERTII,South Metropolitan TAFE,Thornlie,MEM20105 Certificate II in Engineering (Mechanical-Plant Mechanic Pre-Apprenticeship),Automotive,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-engineering-mechanical-plant-mechanic-pre-apprenticeship,English,A,When you complete the Certificate II in Engineering (Mechanical - Plant Mechanic Pre-Apprenticeship) you'll have what employers are looking for in a heavy vehicle or plant mechanic apprentice.,Machine Operator,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTIII,South Metropolitan TAFE,Carlisle,MEM30305 Certificate III in Engineering - Fabrication Trade (Surface Finishing),Automotive,,,AUD,Year,6,Semesters,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-engineering-fabrication-trade-surface-finishing,English,A,"Gain options to work in the surface preparation and coating industry in areas such as oil and gas, marine, plant construction and maintenance, defence and site maintenance.",,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTIII,South Metropolitan TAFE,Thornlie,MEM30205 Certificate III in Engineering - Mechanical Trade (Plant Mechanic ZG/Z),Automotive,,,AUD,Year,6,Semesters,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-engineering-mechanical-trade-plant-mechanic-zgz,English,A,When you complete the Certificate III in Engineering - Mechanical Trade (Plant Mechanic ZG/Z) you'll be ready for a career in the heavy plant industry.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTIII,South Metropolitan TAFE,Thornlie,AUR31116 Certificate III in Heavy Commercial Vehicle Mechanical Technology,Automotive,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-heavy-commercial-vehicle-mechanical-technology,English,A,When you complete the Certificate III in Heavy Commercial Vehicle Mechanical Technology you'll be ready for a career in the heavy vehicle industry.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTIII,South Metropolitan TAFE,Carlisle,AUR30616 Certificate III in Light Vehicle Mechanical Technology,Automotive,,,AUD,Year,6,Semesters,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-light-vehicle-mechanical-technology,English,A,When you complete the Certificate III in Light Vehicle Mechanical Technology you'll be ready for a career in the automotive servicing industry.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTIII,South Metropolitan TAFE,Thornlie,AUR31216 Certificate III in Mobile Plant Technology,Automotive,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-mobile-plant-technology,English,A,When you complete the Certificate III in Mobile Plant Technology you'll be ready for a career in the mobile plant industry.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTIII,South Metropolitan TAFE,Carlisle,AUR30816 Certificate III in Motorcycle Mechanical Technology,Automotive,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-motorcycle-mechanical-technology,English,A,When you complete the Certificate III in Motorcycle Mechanical Technology you'll be ready for a career in the motorcycle repair industry.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTIII,South Metropolitan TAFE,Carlisle,AUR30716 Certificate III in Outdoor Power Equipment Technology,Automotive,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-outdoor-power-equipment-technology,English,A,When you complete the Certificate III in Outdoor Power Equipment Technology you'll be ready for a career in the outdoor power industry.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
CERTIII,South Metropolitan TAFE,Carlisle,MSM30216 Certificate III in Surface Preparation and Coating Application,Automotive,,,AUD,Year,5,Semesters,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-surface-preparation-and-coating-application,English,A,When you complete the Certificate III in Surface Preparation and Coating Application your skills and experience in the manufacturing and mechanical industries will be recognised.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Traineeship,No
,South Metropolitan TAFE,Rockingham,"Basic Combustion, Flueing and Exhaust Principles",Building and Construction,,,AUD,Year,1,Day,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/basic-combustion-flueing-and-exhaust-principles,English,A,"Are you a gas fitter? The Gas Legislation and Safety course will provide you with the Gas Fitting Permit to Work Under Supervision.  It comprises of three components, WA Gas Regulations, Gas Safety and Basic Combustion and Flueing.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,South Metropolitan TAFE,Rockingham,CPC30111 Certificate III in Bricklaying/Blocklaying,Building and Construction,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-bricklayingblocklaying,English,A,When you complete the Certificate III in Bricklaying/Blocklaying you will be ready for a certified trade career as a bricklayer or blocklayer.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
DIP,South Metropolitan TAFE,Mandurah,CPC50210 Diploma of Building and Construction (Building) (Builder's Registration),Building and Construction,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-building-and-construction-building-builders-registration,English,A,"When you complete the Diploma of Building and Construction (Building) you will be ready for a career as a construction site manager, or (with additional experience) registered building practitioner.",,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
CERTII,South Metropolitan TAFE,Rockingham,52824WA Certificate II in Building and Construction (Pathway - Trades) (Brick and Block Laying Pre-Apprenticeship),Building and Construction,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-building-and-construction-pathway-trades-brick-and-block-laying-pre,English,A,When you complete this Certificate II in Building and Construction pre-apprenticeship you'll be what employers are looking for as an apprentice bricklayer/blocklayer.,Bricklayer,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTII,South Metropolitan TAFE,Mandurah,52824WA Certificate II in Building and Construction (Pathway - Trades) (Carpentry and Joinery Pre-Apprenticeship),Building and Construction,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-building-and-construction-pathway-trades-carpentry-and-joinery-pre,English,A,When you complete this Certificate II in Building and Construction pre-apprenticeship you'll be what employers are looking for as an apprentice carpenter and joiner.,Carpenter and Joiner,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTII,South Metropolitan TAFE,Mandurah,52824WA Certificate II in Building and Construction (Pathway - Trades) (Painting and Decorating Pre-Apprenticeship),Building and Construction,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-building-and-construction-pathway-trades-painting-and-decorating-pre,English,A,When you complete this Certificate II in Building and Construction pre-apprenticeship you'll be what employers are looking for as an apprentice painter and decorator.,Painter and Decorator,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTII,South Metropolitan TAFE,Rockingham,52824WA Certificate II in Building and Construction (Pathway - Trades) (Solid Plastering Pre-Apprenticeship),Building and Construction,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-building-and-construction-pathway-trades-solid-plastering-pre,English,A,"
Many trades in the building industry revolve around structural work that is essential but largely out of sight. But as a so-called finishing trade, a plasterer’s work is on display for everyone to see.",Plasterer,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTII,South Metropolitan TAFE,Rockingham,52824WA Certificate II in Building and Construction (Pathway - Trades) (Wall and Ceiling Lining Pre-Apprenticeship),Building and Construction,,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-building-and-construction-pathway-trades-wall-and-ceiling-lining-pre,English,A,"
When you complete this Certificate II in Building and Construction pre-apprenticeship you'll be what employers are looking for as an apprentice wall and ceiling liner.",Plasterer,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
