Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE
,South Metropolitan TAFE,Fremantle,AMPA Coxswain External,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/ampa-coxswain-external,English,A,This qualification is for people working in the maritime industry seeking an Australian Maritime Safety Authority (AMSA) certificate as a Coxswain Grade 1 NC to command and operate the engines of a vessel less than 12 metres long.,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Fremantle,AMPA MEDII External,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/ampa-medii-external,English,A,This course is for people wanting to be a chief marine engineer or second marine engineer. ,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,,AMPA Master Under 24m External,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/ampa-master-under-24m-external,English,A,This course is for people wanting to Master on commercial vessels less than 24 metres.,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Fremantle,Advanced Training for Chemical Tanker Cargo Operations,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/advanced-training-chemical-tanker-cargo-operations,English,A,"This advanced training course is for Masters, Chief Engineers and Chief Mates and provides candidates with the skills and knowledge to meet the relevant AMSA requirements for:",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Fremantle,Advanced Training for Liquified Gas Tanker Cargo Operations,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/advanced-training-liquified-gas-tanker-cargo-operations,English,A,"This course is for Masters, Chief Engineers and Chief Mates and provides you with the skills and knowledge to meet AMSA requirements for STCW Reg V/1-2 and Code Section A-V/1-2, paragraph 2, Table A-V/1-2-1.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Fremantle,Advanced Training for Oil Tanker Cargo Operations,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/advanced-training-oil-tanker-cargo-operations,English,A,"This course is for Masters, Chief Engineers and Chief Mates and provides candidates with the skills and knowledge to meet AMSA requirements for Table A-V/1-1-3 and STCW Reg V/1-1 and Code Section A-V/1-1, paragraph 2 Table A-V/1-1-2.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTII,South Metropolitan TAFE,Jandakot,MEA20418 Certificate II in Aeroskills (Aeroskills Mechanical Pre-apprenticeship),"Aerospace, Maritime and Logistics",,,AUD,Year,10,Week,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-aeroskills-aeroskills-mechanical-pre-apprenticeship,English,A,"This Qualification is being replaced, new students should apply for the replacement qualification MEA20418 AB67 - Certificate II in Aeroskills (Aeroskills Mechanical Pre-apprenticeship)",,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTI,South Metropolitan TAFE,Jandakot,MEA40618 Certificate IV in Aeroskills (Avionics),"Aerospace, Maritime and Logistics",,,AUD,Year,4,Year,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iv-aeroskills-avionics,English,A,When you complete the Certificate IV in Aeroskills (Avionics) you will be looking at an exciting career working on aircraft large and small as an aviation maintenance engineer. Aircraft maintenance is a key skills growth area and your qualifications are in demand worldwide.,,Australia,Yes,Yes,,Yes,Yes,"C Grades in Year 11 WACE General English, and OLNA; or NAPLAN 9 Band 8 or C Grades in Year 11 English and Maths or equivalent or Certificate II or Certificate III",Apprenticeship,No
CERTI,South Metropolitan TAFE,Jandakot,MEA40718 Certificate IV in Aeroskills (Mechanical),"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iv-aeroskills-mechanical,English,A,When you complete the Certificate IV in Aeroskills (Mechanical) you will be looking at an exciting career working on aircraft large and small as an aviation maintenance engineer. Aircraft maintenance is a key skills growth area and your qualifications are in demand worldwide.,,Australia,Yes,Yes,,Yes,Yes,"C Grades in Year 11 WACE General English, and OLNA; or NAPLAN 9 Band 8 or C Grades in Year 11 English and Maths or equivalent or Certificate II or Certificate III",Apprenticeship,No
CERTII,South Metropolitan TAFE,Fremantle,SFI20119 Certificate II in Aquaculture,"Aerospace, Maritime and Logistics",,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-aquaculture,English,A,"This qualification is the crucial first step towards an exciting career in aquaculture. This course provides students with a range of core skills and knowledge relevant to working in the aquaculture industry. Graduates go on to further studies or working in a range on environments including onshore aquaculture facilities, offshore culture facilities and the ornamental fish industry.",Farm hand | Shop hand | General hand | Farm labourer | Feeder | Pond worker | Hatchery | Nursery assistant,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
DIP,South Metropolitan TAFE,Fremantle,SFI50119 Diploma of Aquaculture,"Aerospace, Maritime and Logistics",,,AUD,Year,2,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-aquaculture,English,A,"This higher level qualification will provide you with the practical skills and knowledge to manage the operations of fish farms, marine farms and hatcheries. It is suitable for students that hold a certificate 3 in aquaculture or have substantial aquaculture industry experience.",Fish farm technician | Farmer/Breeder | Field Officer | Fisheries officer | Operations Manager,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
CERTIII,South Metropolitan TAFE,Fremantle,SFI30119 Certificate III in Aquaculture (Diving Operations),"Aerospace, Maritime and Logistics",,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-aquaculture-diving-operations,English,A,"This course is ideal for those looking to expand on the skills and knowledge they gained in Certificate II in Aquaculture. It also comes packed with opportunities to upskill with either boating or diving skills. While a solid foundation in aquatic science is essential, the aquaculture sector prefers to hire staff with additional boating and/or diving qualifications.","Fish farm assistant, Hobby aquarium shop assistant, Seafood processor",Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTIII,South Metropolitan TAFE,Fremantle,SFI30119 Certificate III in Aquaculture (Vessel Operations),"Aerospace, Maritime and Logistics",,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-aquaculture-vessel-operations,English,A,"This course is ideal for those looking to expand on the skills and knowledge they gained in Certificate II in Aquaculture. It also comes packed with opportunities to upskill with either boating or diving skills. While a solid foundation in aquatic science is essential, the aquaculture sector prefers to hire staff with additional boating and/or diving qualifications.  ","Fish farm assistant, Hobby aquarium shop assistant, Seafood processor",Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
DIP,South Metropolitan TAFE,Jandakot,AVI50119 Diploma of Aviation (Aviation Management),"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-aviation-aviation-management,English,A,Prepare for a role in aviation management by lerning how to perform ground operations duties in support of commercial or Defence aviation flight operations.,"Aerodrome Manager | Aviation Manager | Operations Manager, Business Manager, Safety Manager",Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
CERTI,South Metropolitan TAFE,Jandakot,AVI40219 Certificate IV in Aviation (Aviation Supervision),"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iv-aviation-aviation-supervision,English,A,"When you complete the Certificate IV in Aviation (Aviation Supervision) you will be on your way to a career managing the ground operations of an airport: aircraft refuelling, customer relations, aircraft marshalling and other ground services. Gain the technical and non-technical aviation skills to operate with autonomy and judgement and to take limited responsibility in operations.","Aerodrome Operations Supervisor | Aviation Supervisor | , Cabin Service Supervisor | Cargo Service Supervisor | Ramp Operations Supervisor, Customer Service Supervisor",Australia,Yes,Yes,,Yes,Yes,"C Grades in Year 11 WACE General English, and OLNA; or NAPLAN 9 Band 8 or C Grades in Year 11 English and Maths or equivalent or Certificate II or Certificate III",Normal,No
CERTIII,South Metropolitan TAFE,Jandakot,AVI30219 Certificate III in Aviation (Cabin Crew),"Aerospace, Maritime and Logistics",,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-aviation-cabin-crew,English,A,When you complete the Certificate III in Aviation (Cabin Crew) you will be recruitment-ready for an exciting career as a flight attendant or cabin crew member.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
DIP,South Metropolitan TAFE,Jandakot,AVI50219 Diploma of Aviation (Commercial Pilot Licence - Aeroplane),"Aerospace, Maritime and Logistics",,,AUD,Year,3,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-aviation-commercial-pilot-licence-aeroplane,English,A,Gain the skills and knowledge to become a commercial pilot.  Learn how to perform normal and emergency commercial pilot duties to work in commercial aviation flight operations.,Commercial aeroplane pilot,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
DIP,South Metropolitan TAFE,Jandakot,AVI50319 Diploma of Aviation (Commercial Pilot Licence - Helicopter),"Aerospace, Maritime and Logistics",,,AUD,Year,2,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-aviation-commercial-pilot-licence-helicopter,English,A,Gain the skills and knowledge to become a commercial helicopter pilot. Learn how to perform normal and emergency commercial pilot duties to work in commercial or defence aviation flight operations.,,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
,South Metropolitan TAFE,Fremantle,Engineering Revalidation Part C,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/engineering-revalidation-part-c,English,A,"If you hold an engineering certificate of competency you should apply to us to revalidate your certificate before it expires, if it has not been suspended or revoked. Whether your certificate is valid, or has expired, the revalidation requirements are the same.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTII,South Metropolitan TAFE,Fremantle,SFI20219 Certificate II in Fishing Operations,"Aerospace, Maritime and Logistics",,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-fishing-operations,English,A,"Become a deckhand in the fishing industry with this pathway course to commercial fishing, operating tourist or charter boats, work boats, ferries and dive boats.",General deckhand,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
,South Metropolitan TAFE,Fremantle,Follow Vessel Security Procedures Skill Set,"Aerospace, Maritime and Logistics",,,AUD,Year,2,Day,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/follow-vessel-security-procedures-skill-set,English,A,"Under the Manila Amendments to the STCW Convention, it is now mandatory for all seafarers to possess knowledge related to security awareness, before engaging on board a vessel, and to undergo security related training. This course meets the requirements of Regulation V1/6 of the STCW Convention as amended.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Fremantle,GMDSS Revalidation,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/gmdss-revalidation,English,A,This course is structured on a combination of theory and practical exercises using both ‘live to air’ equipment and simulations. It is delivered by fully qualified and accredited lecturers with deck officer or radio officer experience.,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Rockingham,Infection control Skill Set (Transport and Logistics),"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/infection-control-skill-set-transport-and-logistics,English,A,"In these unprecedented times, new regulations need workers to manage infection control while in the supply chain of essential goods and services.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTII,South Metropolitan TAFE,Jandakot,TLI21815 Certificate II in Logistics,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-logistics,English,A,"When you complete the Certificate II in Logistics you will have what it takes to launch a career in an industry that moves everything, as store personnel, forklift driver, or warehouse operator.",,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTIII,South Metropolitan TAFE,Jandakot,TLI32416 Certificate III in Logistics,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-logistics,English,A,"When you complete the Certificate III in Logistics, you will have what it takes to advance your career in warehousing, transport and logistics, as a team leader, warehouse operator, inventory controller, or fleet controller.",,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTI,South Metropolitan TAFE,Jandakot,TLI42016 Certificate IV in Logistics,"Aerospace, Maritime and Logistics",,,AUD,Year,2,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iv-logistics,English,A,"When you complete the Certificate IV in Logistics, you will have what it takes to handle a supervisory career in supply chain management, as a team leader, distribution centre manager, contract manager, or logistics supervisor.",,Australia,Yes,Yes,,Yes,Yes,"C Grades in Year 11 WACE General English, and OLNA; or NAPLAN 9 Band 8 or C Grades in Year 11 English and Maths or equivalent or Certificate II or Certificate III",Normal,No
DIP,South Metropolitan TAFE,Jandakot,TLI50415 Diploma of Logistics,"Aerospace, Maritime and Logistics",,,AUD,Year,4,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-logistics,English,A,"This qualification provides for the integrated management of logistics.  Successful completion will require the self-directed application of knowledge and skills, with substantial depth in areas where judgement is required in planning and selecting appropriate equipment, services and techniques. It may include participation in teams, including those concerned with planning and evaluation functions.  This course is offered on campus. This course is offered part-time at South Metropolitan TAFE, over 2 semesters which equates to 12 months study.",,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Traineeship,No
,South Metropolitan TAFE,Thornlie,Logistics and Warehousing Skill Set,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/logistics-and-warehousing-skill-set,English,A,"Learn the skills to prepare for a career in warehousing, transport or logistics and get your forklift licence. ",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Thornlie,Logistics and Warehousing Skill Set (Fee Free),"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/logistics-and-warehousing-skill-set-fee-free,English,A,"Learn the skills to prepare for a career in warehousing, transport or logistics and get your forklift licence. ",Storeperson,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Fremantle,Manage Firefighting and Fire Prevention Activities on Board a Vessel Skill Set,"Aerospace, Maritime and Logistics",,,AUD,Year,3,Day,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/manage-firefighting-and-fire-prevention-activities-board-vessel-skill-set,English,A,"This module is an extension of the Basic Fire Fighting unit, and is designed to extend the knowledge and skills of the student, sufficient for the person to perform effectively as a key member of an on-board command fire fighting team.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,,Manage Provision of Medical Care On Board A Vessel Skill Set,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/manage-provision-medical-care-board-vessel-skill-set,English,A,"This course provides the candidate with the knowledge and skills required to take charge of a medical emergency on board ship, to seek assistance from shore based medical advisers, and carry out medical procedures as directed from shore-based medical advisers. The course is conducted entirely at Edith Cowan University Joondalup. Courses offer a combination of theory and practical sessions involving direct lectures from trained medical practitioners. This course meets the requirements of STCW and is AMSA approved.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,South Metropolitan TAFE,,MEM30705 Certificate III in Marine Craft Construction,Defence,,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-marine-craft-construction,English,A,"This qualification provides the skills and knowledge required by a tradesman working in marine craft construction. Training is project based and covers all aspects of the construction process from design and drawing including the use of CAD , timber construction of plugs, and composite moulds and products.  People with this qualification may work in a manufacturing or repair organisation producing a variety of marine craft from superyachts to kayaks.  
  ",,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTIII,South Metropolitan TAFE,Fremantle,AUR30516 Certificate III in Marine Mechanical Technology,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-marine-mechanical-technology,English,A,"An apprentice Automotive Technician - Marine Light is involved in working mainly on pleasure craft with inboard or outboard motors, they can be trailer mounted and pull behind a car or moored in the river, ocean or a marina.",,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Apprenticeship,No
,South Metropolitan TAFE,,MARSS00010 Marine Radio Operator's VHF and HF Skill Set,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/marine-radio-operators-vhf-and-hf-skill-set,English,A,This unit acts as an additional module to Coxswain and Master Under 24M. Priority of placing will be given to students undergoing this study pathway.,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTII,South Metropolitan TAFE,Fremantle,MAR20318 Certificate II in Maritime Operations (Coxswain Grade 1 Near Coastal),"Aerospace, Maritime and Logistics",,,AUD,Year,9,Week,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-ii-maritime-operations-coxswain-grade-1-near-coastal,English,A,"Coxswain's can gain employment in the small vessel sector in commercial workboats, fisheries, fishing, tourism and aquaculture.",,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTIII,South Metropolitan TAFE,Fremantle,MAR30218 Certificate III in Maritime Operations (Integrated Rating),"Aerospace, Maritime and Logistics",,,AUD,Year,2,Year,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-maritime-operations-integrated-rating,English,A,The Integrated Rating (IR) course is an entry-level qualification to equip new entrants into the maritime industry with practical skills and knowledge in general shipboard operations of merchant ships. This course is the AMSA approved pre-sea training course required (along with the AMSA required sea service) for issuance of the AMSA Integrated Rating Certificate of Proficiency. Integrated ratings steer a vessel under the direction of the officer of the watch and work in the engine room under the direction of engineering officers.,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Traineeship,No
CERTI,South Metropolitan TAFE,Fremantle,MAR40518 Certificate IV in Maritime Operations (Marine Engine Driver Grade 1 Near Coastal),"Aerospace, Maritime and Logistics",,,AUD,Year,9,Week,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iv-maritime-operations-marine-engine-driver-grade-1-near-coastal,English,A,This qualification is aligned to the educational requirement for Certification as Marine Engine Driver (Motor) Grade 1 as described in Part D of the National Standards for Commercial Vessels (NSCV). The Marine Engine Driver (Motor) Grade 1 Certificate of Competency (CoC) is issued by the appropriate maritime regulatory authority in each state and territory.,,Australia,Yes,Yes,,Yes,Yes,"C Grades in Year 11 WACE General English, and OLNA; or NAPLAN 9 Band 8 or C Grades in Year 11 English and Maths or equivalent or Certificate II or Certificate III",Normal,No
CERTIII,South Metropolitan TAFE,Fremantle,MAR30818 Certificate III in Maritime Operations (Marine Engine Driver Grade 2 Near Coastal),"Aerospace, Maritime and Logistics",,,AUD,Year,5,Week,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-maritime-operations-marine-engine-driver-grade-2-near-coastal,English,A,This certificate will allow you to work as:,,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
ADIP,South Metropolitan TAFE,Fremantle,MAR60215 Advanced Diploma of Maritime Operations (Marine Engineering Class 1),"Aerospace, Maritime and Logistics",,,AUD,Year,2,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/advanced-diploma-maritime-operations-marine-engineering-class-1,English,A,This qualification is suitable for people who work as an Engineer Class 1 in the maritime industry on ships powered by main propulsion machinery of any propulsion power in any operating area. This qualification forms some of the requirements for certification by the Australian Maritime Safety Authority (AMSA) as an Engineer Class 1 as described in Marine Orders 70-73 (2014) under the Navigation Act 2012. People seeking certification should check requirements with AMSA.,,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
ADIP,South Metropolitan TAFE,Fremantle,MAR60115 Advanced Diploma of Maritime Operations (Marine Engineering Class 2),"Aerospace, Maritime and Logistics",,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/advanced-diploma-maritime-operations-marine-engineering-class-2,English,A,This certificate enables you to work as an engineer on any propulsion power vessel in any operating area performing the functions of:,,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
DIP,South Metropolitan TAFE,Fremantle,MAR50613 Diploma of Maritime Operations (Marine Engineering Class 3 Near Coastal),"Aerospace, Maritime and Logistics",,,AUD,Year,1,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-maritime-operations-marine-engineering-class-3-near-coastal,English,A,This qualification lets you carry out the duties of chief engineer.,,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
ADIP,South Metropolitan TAFE,Fremantle,MAR60315 Advanced Diploma of Maritime Operations (Master Unlimited),"Aerospace, Maritime and Logistics",,,AUD,Year,2,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/advanced-diploma-maritime-operations-master-unlimited,English,A,"This certificate allows you to perform the duties or functions of Master, Chief mate or Watchkeeper deck officer on ships of any gross tonnage in any operating area.",,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
CERTIII,South Metropolitan TAFE,Fremantle,MAR30918 Certificate III in Maritime Operations (Master up to 24 metres Near Coastal),"Aerospace, Maritime and Logistics",,,AUD,Year,9,Week,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iii-maritime-operations-master-24-metres-near-coastal,English,A,"This qualification will provide you with the practical skills and knowledge to safely operate a commercial vessel of less than 24 metres in length within offshore limits. You will learn skills in shipboard safety, navigation, ship knowledge and vessel operations.",,Australia,Yes,Yes,,Yes,Yes,OLNA or NAPLAN 9 Band 8 or C Grades in Year 10 English and Maths or equivalent or Certificate I or Certificate II,Normal,No
CERTI,South Metropolitan TAFE,Fremantle,MAR40618 Certificate IV in Maritime Operations (Master up to 35 metres Near Coastal),"Aerospace, Maritime and Logistics",,,AUD,Year,9,Week,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/certificate-iv-maritime-operations-master-35-metres-near-coastal,English,A,This certificate will allow you to work as:,,Australia,Yes,Yes,,Yes,Yes,"C Grades in Year 11 WACE General English, and OLNA; or NAPLAN 9 Band 8 or C Grades in Year 11 English and Maths or equivalent or Certificate II or Certificate III",Normal,No
DIP,South Metropolitan TAFE,Fremantle,MAR50415 Diploma of Maritime Operations (Master up to 500 GT),"Aerospace, Maritime and Logistics",,,AUD,Year,3,Semester,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-maritime-operations-master-500-gt,English,A,This certificate enables you to work as a Master or Chief mate on vessels less than 500 gross tonnage in any operating area and as Watchkeeper deck officer on vessels of any gross tonnage and in any operating area.,,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
DIP,South Metropolitan TAFE,Fremantle,MAR50315 Diploma of Maritime Operations (Watchkeeper Deck),"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/diploma-maritime-operations-watchkeeper-deck,English,A,This certificate enables you to work as a Master or Chief mate on vessels less than 500 gross tonnage in any operating area and as Watchkeeper deck officer on vessels of any gross tonnage and in any operating area.,,Australia,Yes,Yes,,Yes,Yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent or Completion of WACE General or ATAR or equivalent (minimum C Grades) or Certificate III,Normal,No
,South Metropolitan TAFE,Fremantle,Masters Revalidation Part A,"Aerospace, Maritime and Logistics",,,AUD,Year,,,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/masters-revalidation-part,English,A,"This course provides essential training for deck officers who have insufficient sea time in the last five (5) years to revalidate their Australian Certificate of Competency (COC) issued by AMSA (2nd Mates, Mates or Masters) as required by Marine Orders Part 3.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Fremantle,Masters Revalidation Part B,"Aerospace, Maritime and Logistics",,,AUD,Year,5,Day,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/masters-revalidation-part-b,English,A,"This course provides essential training for deck officers who have insufficient sea time in the last five (5) years to revalidate their Australian Certificate of Competency (COC) issued by AMSA (2nd Mates, Mates or Masters) as required by Marine Orders Part 3.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Fremantle,MARF006 Observe Personal Safety and Social Responsibility Skill Set,"Aerospace, Maritime and Logistics",,,AUD,Year,2,Day,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/observe-personal-safety-and-social-responsibility-skill-set-0,English,A,This course utilises the knowledge and skills needed to contribute to safety management system processes where there is responsibility for own work outputs. ,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,South Metropolitan TAFE,Fremantle,Operate Survival Craft and Other Lifesaving Appliances Skill Set,"Aerospace, Maritime and Logistics",,,AUD,Year,4,Day,,,,,,,https://www.southmetrotafe.wa.edu.au/courses/operate-survival-craft-and-other-lifesaving-appliances-skill-set,English,A,"This module is an extension of the basic fire fighting unit, and is designed to extend the knowledge and skills of the student, sufficient for the person to perform effectively as a key member of an on-board command fire fighting team.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
